,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_auroc,dev_auroc,test_auroc
0,2.560431637863639,1.0957278490492022,1.1755818605281312,0.7500538677009265,0.5853658536585366,0.5923945335710041,0.8152016453567403,0.606410015060241,0.6189165801315334
1,2.4977924218082244,1.1210639297359406,1.2149946975056358,0.7537168713639302,0.5871505056513979,0.5923945335710041,0.8230921030937154,0.6082397772909821,0.6196405907465097
2,2.486722379890759,1.0375048467476122,1.1208485116295637,0.755440637793579,0.5871505056513979,0.5912061794414736,0.823766074043496,0.608900088992333,0.6117601246105919
3,2.4837694347379946,1.0442691788937206,1.1035401906488342,0.7567334626158155,0.5907198096371208,0.5929887106357694,0.8229655259169334,0.6094455948795181,0.6090284989038883
4,2.572101635707912,1.107594467110041,1.1639277062384912,0.7490842490842491,0.5794170136823319,0.5965537730243613,0.8263935885802082,0.6105230581416575,0.6173676012461059
5,2.4614797153238643,1.2046154317651598,1.3065445567976486,0.7601809954751131,0.5895300416418798,0.5995246583481878,0.8297905321151116,0.6124711915845199,0.616232548748125
6,2.461368915156747,0.9801293998371626,1.0516507442834755,0.755440637793579,0.5847709696609161,0.5995246583481878,0.8314312967076988,0.613094423147134,0.6167056074766355
7,2.403523329695965,1.1068654979431225,1.1796653165890925,0.7652445593622064,0.5901249256395003,0.5965537730243613,0.8344131638309749,0.6118665000912742,0.611300046152071
8,2.4372418370130786,1.3248447098241258,1.4364354725898338,0.7666451195862961,0.5883402736466389,0.5918003565062389,0.8332203046206044,0.6133611149142022,0.6144210799584631
9,2.483397652480757,1.3019415297584829,1.392236376120374,0.7638439991381167,0.5835812016656752,0.5947712418300654,0.8331572602953874,0.6139543971339905,0.6127408561209184
10,2.453879253074697,1.463183299123638,1.564773006660203,0.7676147382029735,0.5954788816180845,0.5977421271538919,0.835975959618412,0.6170020993063162,0.6190406138225453
11,2.384122942778808,1.3502168692271672,1.4689308416963829,0.7703081232492998,0.5925044616299822,0.5983363042186571,0.8389763418902794,0.6153249361080686,0.6174786546671281
12,2.4364565241262333,1.314026410632159,1.430920692334484,0.7620124973066149,0.5990481856038072,0.6048722519310754,0.83695938758337,0.617342951350858,0.6126038421599169
13,2.367612786910524,1.160764189790502,1.2692006954605637,0.7684766214177979,0.5925044616299822,0.5870469399881164,0.8408491564981944,0.6137005407995619,0.612838929271951
14,2.3408809578436713,1.153701036406159,1.2376857679016309,0.7760180995475113,0.5853658536585366,0.5983363042186571,0.8429158183610185,0.611701065626141,0.6206487250490366
15,2.3961043424633037,1.1911144240281186,1.302371280928559,0.7678302090066796,0.5913146936347412,0.5900178253119429,0.8378313338357013,0.6160594080868931,0.6073598130841121
16,2.3485160584954246,1.0674794464860198,1.175696437371606,0.7759103641456583,0.5871505056513979,0.5947712418300654,0.8425362333885775,0.6170063777838627,0.6128490250374985
17,2.3632077372965434,1.2059707455093276,1.3193238569878427,0.7732169790993321,0.5936942296252231,0.5882352941176471,0.8403306834850004,0.6144906329864914,0.6077110014999423
18,2.342165691383541,1.1778381135334648,1.267835888774779,0.7777418659771601,0.5800118976799524,0.6019013666072489,0.8439647821355684,0.6099312020810514,0.6100856697819315
19,2.377319402772788,1.2588517719758967,1.3261725598690557,0.7700926524455937,0.5829863176680548,0.6024955436720143,0.8461553342802602,0.6134096043263965,0.6126788392754124
20,2.3191226244332386,1.1689328418325484,1.2831152106280561,0.7762335703512174,0.5895300416418798,0.5929887106357694,0.8457467308427447,0.6182343008397225,0.6120716510903427
21,2.3728069816779227,1.448875812034675,1.562123797652414,0.7717086834733894,0.5930993456276026,0.5929887106357694,0.8427310088435481,0.6170819642205183,0.6045906888196608
22,2.2880874314048225,1.0388160690815942,1.1172508255258176,0.7800043094160741,0.5907198096371208,0.5929887106357694,0.8484117642029876,0.6146075780394304,0.6066127264335986
23,2.324369880254606,1.408795516878136,1.5276727208195877,0.7769877181641888,0.5919095776323617,0.6072489601901366,0.8497291487794779,0.6152136956918584,0.6114168685819776
24,2.2931776068842993,1.4775774679603781,1.5982758033438516,0.7822667528549881,0.5984533016061868,0.6024955436720143,0.8508867119612011,0.6173101496896678,0.6110707280489212
25,2.309969020696376,1.4397627070572743,1.5696834174211154,0.7788192199956906,0.5942891136228435,0.6013071895424836,0.8505798929883035,0.6177123265790434,0.61115005192108
26,2.266830522370374,1.150490563444833,1.2072656219089166,0.7811893988364577,0.5859607376561571,0.6090314913844326,0.8508270140414685,0.6103504928806134,0.6081040152301834
